example_id,context_id,domain,context,question,claim,claim_gold_label,existing_atom_count,gold_atom_count,gold_atom_1,gold_atom_1_nli,gold_atom_2,gold_atom_2_nli,gold_atom_3,gold_atom_3_nli,gold_atom_4,gold_atom_4_nli,gold_atom_5,gold_atom_5_nli,decomposition_complete,faithful_to_claim,annotation_status,annotator_id,review_notes
finance_stress_0103,devv2_ma_fin_003,finance,"Varlığa dayalı menkul kıymet ve ipoteğe dayalı menkul kıymet ihraçları, belirli alacak veya ipotek havuzlarından doğan nakit akımlarının sermaye piyasası aracına dönüştürülmesine dayanır. Varlığa dayalı menkul kıymet ihracı için varlık finansmanı fonu, ipoteğe dayalı menkul kıymet ihracı için ise konut finansmanı fonu kurulması gerekir. Fonun kurulması için kurucunun yetkili organ kararı alması ve fon içtüzüğü ile gerekli belgeler üzerinden Sermaye Piyasası Kuruluna başvurması öngörülür. İhracın yurt içinde halka arz, halka arz edilmeksizin satış veya yurt dışında satış gibi biçimlerine göre izahname ya da ihraç belgesi hazırlanır. Fon kuruluş başvurusu ile menkul kıymet ihraç başvurusu birlikte veya ayrı zamanlarda yapılabilir. Bu araçlarda yatırımcının geri ödemesi, dayanak varlık veya ipotek havuzunun oluşturduğu nakit akımlarıyla ilişkilidir. Kuruluş ve ihraç belgelerinin kapsamı, satış yöntemine ve dayanak varlıkların niteliğine göre ilgili düzenlemeler çerçevesinde farklılaşabilir.",Varlığa ve ipoteğe dayalı menkul kıymetler hangi fonlar üzerinden ihraç edilir ve başvuru süreci nasıl yürütülür?,"Varlığa dayalı menkul kıymet için varlık finansmanı fonu, ipoteğe dayalı menkul kıymet için konut finansmanı fonu kurulur. Fon kuruluşu ve ihraç için SPK’ya gerekli belgelerle başvuru yapılır.",supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0106,devv2_fin_services,finance,"Sermaye piyasasında yatırım hizmet ve faaliyetleri ile yatırım kuruluşlarının kuruluş ve çalışma esasları Sermaye Piyasası Kurulu düzenlemelerine tabidir. Aracı kurumlar ve bankalar, yalnızca sahip oldukları yetki belgeleri kapsamındaki hizmetleri sunabilir. Rehber; emir iletimi, işlem aracılığı, portföy aracılığı, bireysel portföy yöneticiliği, yatırım danışmanlığı ve saklama gibi faaliyetlerin uygulanmasına ilişkin esasları açıklar. Her yatırım kuruluşu bütün faaliyetleri otomatik olarak yürütemez; sunulacak hizmetin kuruluşun izin kapsamına girmesi gerekir. Yan hizmetler de ana yatırım hizmetlerinden farklı koşullara bağlanabilir. Bu düzenleme, yatırımcıya sunulan hizmetlerin yetkili kuruluşlarca, belirlenmiş organizasyon ve iç kontrol şartları altında yürütülmesini amaçlar.",Yatırım kuruluşları hangi hizmetleri sunabilir ve bu hizmetler hangi izinlere bağlıdır?,Yatırım kuruluşları yalnız yetki kapsamındaki hizmetleri sunabilir. Emir iletimi ve yatırım danışmanlığı farklı faaliyetlerdir.,supported,,,,,,,,,,,,,,,pending,,
finance_stress_0124,devfs_b3_fin_001,finance,"Vadeli İşlem ve Opsiyon Piyasasında piyasa yapıcılık, belirli sözleşmelerde alış ve satış yönünde kotasyon verilerek piyasa likiditesinin desteklenmesine yönelik bir uygulamadır. Piyasa yapıcı üyelerin hakları, yükümlülükleri ve kotasyon koşulları VİOP Prosedürü ile ilgili eklerde düzenlenir. Program bütün vadeli işlem ve opsiyon sözleşmelerine otomatik olarak uygulanmaz; piyasa yapıcılığa konu olabilecek sözleşmeler Borsa tarafından belirlenir. Piyasa yapıcılar kotasyon verirken miktar, fiyat aralığı ve piyasada kalma süresi gibi ölçütlere uymakla yükümlüdür. Bu kuruluşlar yatırımcının karşı tarafı olmak zorunda değildir; emir defterine düzenli alış ve satış fiyatları sunarak işlemlerin daha sağlıklı yürütülmesine katkıda bulunurlar. Borsa, yükümlülüklerin yerine getirilmesini izler ve programın koşullarını sözleşme bazında düzenleyebilir. Kotasyon yükümlülüklerinin düzenli yerine getirilmesi, emir defterindeki alış ve satış imkânlarının sürekliliğini destekler.",VİOP’ta piyasa yapıcılık hangi amaçla uygulanır ve programın kapsamı nasıl belirlenir?,VİOP piyasa yapıcılığı belirli sözleşmelerde kotasyonlarla likiditeyi destekler. Programa alınacak sözleşmeler Borsa tarafından belirlenir.,supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0129,devfs_b3_fin_004,finance,"Sigortacılık ve Özel Emeklilik Düzenleme ve Denetleme Kurumu, sigortacılık ile özel emeklilik alanlarının düzenlenmesi ve denetlenmesinden sorumludur. Kurum, sigorta ettirenlerin, sigortalıların, hak sahiplerinin ve bireysel emeklilik katılımcılarının hak ve menfaatlerinin korunmasına yönelik çalışmalar yürütür. Sektörde faaliyet gösteren kuruluşlar hakkında inceleme ve denetim yapabilir, mevzuatın uygulanmasını takip edebilir ve görev alanına ilişkin raporlar hazırlayabilir. Kurumun düzenleyici işlevi, piyasadaki bütün ticari kararları şirketler adına vermek anlamına gelmez. Sigorta ürünlerinin satışı şirketler ve yetkili aracılar tarafından gerçekleştirilir; Kurum ise sektörün güvenli, istikrarlı ve mevzuata uygun işlemesine yönelik çerçeveyi oluşturur ve gözetir. Bireysel bir uyuşmazlıkta mahkemelerin yerine geçerek her olay için kesin tazminat kararı veren genel bir yargı mercii değildir. Denetim ve düzenleme çalışmaları, sektörün mali yapısının ve katılımcılara karşı yükümlülüklerin mevzuata uygun yürütülmesini destekler.",SEDDK hangi alanlarda görev yapar ve düzenleyici rolünün sınırları nelerdir?,SEDDK sigortacılık ve özel emeklilik alanlarını düzenleyip denetler. Bu alanlardaki hak sahiplerinin menfaatlerini korumaya yönelik çalışmalar yürütür.,supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0140,devv2_repair_fin_001,finance,"Sermaye piyasasında bağımsız denetim, yıllık finansal tabloların belirlenen raporlama ölçütlerine uygunluğu ve doğruluğu hakkında makul güvence sağlamak amacıyla yeterli ve uygun denetim kanıtı toplanmasına dayanır. Denetçi defter, kayıt ve belgeleri inceler, gerekli denetim tekniklerini uygular ve sonucunu rapora bağlar. Ara dönem finansal tablolar için yapılan sınırlı bağımsız denetimde bilgi toplama ve analitik inceleme teknikleri öne çıkar. Halka arz başvurusu ile birleşme, bölünme, devir ve tasfiye gibi durumlarda özel bağımsız denetim yapılabilir. Denetim raporu, finansal tabloların ilgili raporlama çerçevesine uygun hazırlanıp hazırlanmadığına ilişkin görüş içerir. Yeterli kanıt elde edilememesi veya önemli yanlışlık bulunması olumlu görüş dışında bir görüşe yol açabilir. Görüş türleri olumlu, sınırlı olumlu, olumsuz ve görüş vermekten kaçınmadır. Denetim raporları finansal tablolarla birlikte kamuya açıklanır.",Sermaye piyasasında bağımsız denetim türleri ve denetçi görüşü nasıl açıklanır?,Yıllık finansal tabloların bağımsız denetimi makul güvence sağlayacak kanıtların toplanmasına dayanır. Halka arz ya da birleşme gibi durumlarda özel denetim yapılabilir.,supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0142,devfs_b1_fin_005,finance,"Aracı kurumların kuruluş ve faaliyet izni süreçleri Sermaye Piyasası Kurulunun düzenlemeleri çerçevesinde yürütülür. Yeni bir aracı kurum kurulması için kuruluş başvuru formu ile istenen beyan, taahhüt ve diğer belgelerin sunulması gerekir. Kuruluş izninden sonra yatırım hizmeti veya faaliyeti yürütülebilmesi için ilgili faaliyet izni başvurusu ayrıca yapılır. Emir iletimine aracılık, işlem aracılığı, portföy aracılığı, bireysel portföy yöneticiliği, yatırım danışmanlığı ve halka arza aracılık gibi hizmetler farklı izin kapsamlarına sahip olabilir. Kurul, başvuruların ilan edilen güncel formlar ve ekler kullanılarak yapılmasını ister. Gerekli bilgi, belge veya biçim şartları eksik olduğunda başvuru işleme alınmayabilir; eksik dosya, kendiliğinden olumlu karar verilmiş sayılmaz. Bir kurum yalnız sahip olduğu yetki belgesinin kapsadığı yatırım hizmet ve faaliyetlerini sunabilir.",Aracı kurumların kuruluş ve faaliyet izni başvurularında dosyanın eksiksiz olması neden önemlidir?,"Gerekli bilgi, belge ve güncel formları içermeyen aracı kurum başvuruları SPK tarafından işleme alınmayabilir.",supported,1,,,,,,,,,,,,,,pending,,
finance_stress_0145,devfs_b5_fin_004,finance,"Borçlanma Aracı Sahipleri Kurulu düzenlemesi, aynı veya benzer borçlanma araçlarına sahip yatırımcıların değişen koşullarda toplu hareket edebilmesine imkân verir. Kurul toplantılarında borçlanma aracının hüküm ve şartlarında değişiklik yapılması, yatırımcılar ile ihraççı arasında mutabakat sağlanması ve yeniden yapılandırma konuları ele alınabilir. Düzenleme, borçlanma aracı sahipleri temsilcisinin belirlenmesini ve temsilcinin görevlerini de kapsar. İhraççının ödeme yükümlülüklerini ihlal etmesi durumunda uygulanacak süreçler ile teminat içeren borçlanma araçlarının kurul kararlarına katılımı ayrıca düzenlenmiştir. Bu mekanizma, bireysel yatırımcıların haklarını ortadan kaldıran bir ihraççı kararı değildir; toplantı, temsil ve karar süreçleri mevzuatta belirtilen usullere göre yürütülür. Alınan kararların kapsamı ilgili borçlanma aracı grubuna ve kanuni şartlara bağlıdır. Kurulun işleyişi, yatırımcıların ortak çıkarları ile ihraççının sözleşmeden doğan yükümlülüklerinin birlikte ele alınmasını amaçlar.",Borçlanma Aracı Sahipleri Kurulu neden oluşturulur ve hangi konularda karar alabilir?,"Kurul borçlanma aracı sahiplerinin toplu hareket etmesine ve şart değişikliklerini görüşmesine imkân verir. Temsilci, toplantı ve yeniden yapılandırma süreçleri düzenleme kapsamındadır.",supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0197,devfs_b4_fin_001,finance,"Sigorta Tahkim Komisyonuna başvurmadan önce uyuşmazlık konusu talep ilgili sigorta kuruluşuna yazılı olarak iletilmelidir. Sigorta kuruluşu talebi karşılamayan nihai bir cevap verirse veya mevzuatta belirtilen cevap süresi içinde nihai yanıt göndermezse Komisyona başvuru yapılabilir. Başvuru, gerekli form ve belgelerle fiziki ya da elektronik ortamda gerçekleştirilebilir. Online başvuruda form sistemde girilen bilgilerden otomatik oluşturulur. Başvuru sahibinin iddiasını destekleyen belgeleri ve sigorta kuruluşuna daha önce başvurduğunu gösteren kayıtları sunması önemlidir. Mahkemeye, Hukuk Muhakemeleri Kanunu kapsamında başka bir tahkime veya Tüketici Hakem Heyetine taşınmış uyuşmazlıklar Komisyon tarafından yeniden değerlendirmeye alınmaz. Komisyonun işlevi, sigorta sözleşmelerinden doğan uyuşmazlıkların uzman hakemler aracılığıyla çözülmesini sağlamaktır. Formun ve destekleyici belgelerin eksiksiz sunulması, uyuşmazlığın gecikmeden işleme alınmasına yardımcı olur.",Sigorta Tahkim Komisyonuna başvurmadan önce hangi adımlar izlenir ve hangi uyuşmazlıklar inceleme dışında kalır?,Komisyona gitmeden önce sigorta kuruluşuna yazılı başvuru yapılır ve olumsuz ya da süresinde verilmeyen cevap sonrasında tahkim yoluna gidilebilir. Mahkemeye taşınmış aynı uyuşmazlık yeniden ele alınmaz.,supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0200,devv2_ma_fin_004,finance,"Borsa İstanbul Pay Piyasasında baz fiyat, bir sermaye piyasası aracının gün içinde işlem görebileceği alt ve üst fiyat limitlerinin belirlenmesinde esas alınan referans fiyattır. Genel olarak bir önceki işlem gününün kapanış fiyatı baz fiyatın hesaplanmasında kullanılır. Önceki kapanışın bulunmadığı veya fiyatın serbest bırakıldığı durumlarda baz fiyat farklı kurallarla oluşabilir. Tek fiyat yöntemiyle işlem gören bir sırada ilk emir toplama aşamasındaki eşleşme fiyatı, sürekli işlem yönteminde ise açılışta ya da seans sırasında gerçekleşen ilk işlem fiyatı baz fiyat olabilir. Fiyat adımı, emir fiyatında bir defada gerçekleşebilecek en küçük değişimi ifade eder. Fiyat limitleri baz fiyat üzerine ilgili pazar veya araç için belirlenen marjların uygulanmasıyla hesaplanır. Üst ve alt limitler fiyat adımlarına göre içeri doğru yuvarlanır. Baz fiyat, bütün işlemlerin gün boyunca aynı fiyattan yapılacağı anlamına gelmez.","Pay Piyasasında baz fiyat, fiyat adımı ve günlük fiyat limitleri nasıl belirlenir?",Baz fiyat günlük alt ve üst fiyat limitlerinin hesaplanmasına temel olur. Fiyat adımı ise emir fiyatındaki izin verilen en küçük değişimi ifade eder.,supported,2,,,,,,,,,,,,,,pending,,
finance_stress_0006,devv2_ma_fin_008,finance,"Kesin Alım Satım Pazarı, borçlanma araçlarının organize ikinci el piyasada alınıp satıldığı Borsa İstanbul pazarıdır. Emirler çok fiyat-sürekli müzayede yöntemiyle eşleşir. Alış emirlerinde daha yüksek fiyat, satış emirlerinde daha düşük fiyat önceliklidir; aynı fiyat seviyesindeki emirlerde zaman önceliği uygulanır. Kupon veya kira getirisi içeren araçlarda işlemiş faiz ya da birikmiş kira hariç fiyat temiz fiyat, bunları içeren fiyat ise kirli fiyat olarak adlandırılır. Takas tutarının hesaplanmasında kullanılan takas fiyatı, aracın özelliklerine göre belirlenir. Karşılanmamış veya kısmen karşılanmış emirlerin kalan bölümü değiştirilebilir ya da iptal edilebilir. Fiyat veya miktar artışı gibi bazı değişiklikler emrin zaman önceliğini kaybetmesine yol açar. Emirler verildikleri gün için geçerlidir ve gerçekleşmeyen emirler ilgili kapanış saatlerinde sistem tarafından iptal edilir. Bu kurallar emirlerin şeffaf ve öngörülebilir biçimde sıralanmasını sağlar.",Kesin Alım Satım Pazarında emir önceliği ve fiyat türleri nasıl uygulanır?,Temiz fiyat yatırımcının vergi maliyetini gösterir. Emir önceliği yatırımcının geçmiş işlem hacminden etkilenir.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0008,devfs_b6_fin_001,finance,"Elektronik Genel Kurul Sistemi, şirket ve diğer uygun kuruluşların genel kurul toplantılarını hukuken geçerli biçimde elektronik katılıma açabildiği bir MKK hizmetidir. Toplantıya katılma hakkı bulunan kişiler internet üzerinden canlı görüntü ve ses aktarımını izleyebilir, gündem maddelerine ilişkin görüş ve önerilerini eş zamanlı iletebilir ve oylarını fizikî katılımcılarla aynı anda kullanabilir. Sistem elektronik ortamda temsilci tayin edilmesine ve toplantıyla ilgili bildirimlerin alınmasına da imkân verir. e-GKS, fizikî genel kurulu bütünüyle ortadan kaldırmak zorunda değildir; elektronik ve fizikî katılım aynı toplantıda birlikte yürütülebilir. Sistem şirketin gündemini kendiliğinden belirlemez veya pay sahibinin yerine oy kullanmaz. Toplantı öncesi, toplantı sırası ve sonrasındaki işlemler elektronik kayıt ve imza araçlarıyla izlenebilir. Elektronik katılım, toplantı belgelerine zamanında erişimi ve pay sahipliği haklarının kullanılmasını kolaylaştırabilir.",e-GKS pay sahiplerine toplantıya katılım ve oy kullanma konusunda hangi imkânları sağlar? Sistem hangi kararı onların yerine vermez?,Pay sahipleri toplantı öncesinde gündem maddelerine yazılı öneri ekleyebilir. Elektronik katılım kaydı şirketin faaliyet raporuna işlenir.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0009,devv2_ma_fin_002,finance,"Kaydi sistem, sermaye piyasası araçlarının ve bu araçlara bağlı hakların fiziki senetler yerine elektronik kayıtlar üzerinden izlenmesini sağlar. Türkiye’de bu yapının merkezinde Merkezi Kayıt Kuruluşu bulunur. MKK, kaydileştirilen sermaye piyasası araçlarını ve bunlara ilişkin hakları yatırımcı hesapları temelinde elektronik ortamda takip etmekle görevlidir. Kaydileştirme süreci yatırım fonlarıyla başlamış, daha sonra Borsada işlem gören payların topluca kaydi sisteme alınmasıyla genişlemiştir. Yeni sermaye piyasası aracı ihraçlarının kaydi olarak yapılması, hak sahipliği bilgilerinin merkezi ve güncellenebilir kayıtlarla izlenmesine imkân verir. Kaydi sistem, fiziki belgenin el değiştirmesine dayalı klasik yapıdan farklıdır; mülkiyet ve hak hareketleri elektronik kayıtlar üzerinden yürütülür. Bununla birlikte MKK’nın görevi yatırımcının yerine yatırım kararı vermek veya ihraççıların ticari başarısını garanti etmek değildir. Elektronik kayıt yaklaşımı, hak hareketlerinin izlenebilirliğini ve hesap bazında güncellenmesini kolaylaştıran bir piyasa altyapısı oluşturur.",Kaydi sistemde sermaye piyasası araçları ve yatırımcı hakları nasıl izlenir? MKK bu süreçte ne yapar?,Kaydi sistem yatırımcıların portföy riskini hesaplar. MKK ihraççıların temettü politikasını onaylar.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0013,devfs_b3_fin_001,finance,"Vadeli İşlem ve Opsiyon Piyasasında piyasa yapıcılık, belirli sözleşmelerde alış ve satış yönünde kotasyon verilerek piyasa likiditesinin desteklenmesine yönelik bir uygulamadır. Piyasa yapıcı üyelerin hakları, yükümlülükleri ve kotasyon koşulları VİOP Prosedürü ile ilgili eklerde düzenlenir. Program bütün vadeli işlem ve opsiyon sözleşmelerine otomatik olarak uygulanmaz; piyasa yapıcılığa konu olabilecek sözleşmeler Borsa tarafından belirlenir. Piyasa yapıcılar kotasyon verirken miktar, fiyat aralığı ve piyasada kalma süresi gibi ölçütlere uymakla yükümlüdür. Bu kuruluşlar yatırımcının karşı tarafı olmak zorunda değildir; emir defterine düzenli alış ve satış fiyatları sunarak işlemlerin daha sağlıklı yürütülmesine katkıda bulunurlar. Borsa, yükümlülüklerin yerine getirilmesini izler ve programın koşullarını sözleşme bazında düzenleyebilir. Kotasyon yükümlülüklerinin düzenli yerine getirilmesi, emir defterindeki alış ve satış imkânlarının sürekliliğini destekler.",VİOP’ta piyasa yapıcılık hangi amaçla uygulanır ve programın kapsamı nasıl belirlenir?,Piyasa yapıcı kotasyonları yatırımcılara ayrı bir göstergeyle duyurulur. Sorumlu sözleşmeler üç aylık dönemlerde yenilenir.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0018,devv2_ma_fin_004,finance,"Borsa İstanbul Pay Piyasasında baz fiyat, bir sermaye piyasası aracının gün içinde işlem görebileceği alt ve üst fiyat limitlerinin belirlenmesinde esas alınan referans fiyattır. Genel olarak bir önceki işlem gününün kapanış fiyatı baz fiyatın hesaplanmasında kullanılır. Önceki kapanışın bulunmadığı veya fiyatın serbest bırakıldığı durumlarda baz fiyat farklı kurallarla oluşabilir. Tek fiyat yöntemiyle işlem gören bir sırada ilk emir toplama aşamasındaki eşleşme fiyatı, sürekli işlem yönteminde ise açılışta ya da seans sırasında gerçekleşen ilk işlem fiyatı baz fiyat olabilir. Fiyat adımı, emir fiyatında bir defada gerçekleşebilecek en küçük değişimi ifade eder. Fiyat limitleri baz fiyat üzerine ilgili pazar veya araç için belirlenen marjların uygulanmasıyla hesaplanır. Üst ve alt limitler fiyat adımlarına göre içeri doğru yuvarlanır. Baz fiyat, bütün işlemlerin gün boyunca aynı fiyattan yapılacağı anlamına gelmez.","Pay Piyasasında baz fiyat, fiyat adımı ve günlük fiyat limitleri nasıl belirlenir?",Baz fiyat seans içinde bir kez güncellenebilir. Fiyat limiti payın işlem hacmine bağlı olarak daralır.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0074,devfs_b1_fin_002,finance,"Tasarruf Mevduatı Sigorta Fonu, bankacılık sisteminde tasarruf sahiplerinin hak ve menfaatlerini korumaya ve finansal istikrara katkı sağlamaya yönelik görevler yürütür. Fonun iki ana faaliyet alanı mevduat sigortacılığı ve banka çözümlemedir. Mevduat sigortacılığı kapsamında sigorta politikalarının ve düzenlemelerinin uygulanması, bankalara ilişkin risklerin izlenmesi, primlerin tahsili ve sigorta kapsamındaki risk gerçekleştiğinde hak sahiplerine ödeme yapılması yer alır. Banka çözümleme faaliyetleri ise yönetim ve denetimi Fona devredilen ya da faaliyet izni kaldırılan bankaların yeniden yapılandırılması, devri, birleştirilmesi, satışı veya tasfiyesi gibi işlemleri kapsayabilir. Fon ayrıca alacaklarını takip eder, varlık ve kaynaklarını yönetir. TMSF kamu tüzel kişiliğine ve idari-mali özerkliğe sahiptir; görevlerini yerine getirirken karar organının bağımsızlığı esastır. Fonun görevi normal koşullarda ticari banka gibi kredi vermek değildir.",TMSF’nin mevduat sigortacılığı ve banka çözümleme alanlarındaki temel görevleri nelerdir?,Hak sahiplerine ödeme takvimi SMS ve e-posta ile bildirilir. Çözümleme dosyaları için ayrı bir kamu raporu yayımlanır.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0086,devfs_b3_fin_004,finance,"Sigortacılık ve Özel Emeklilik Düzenleme ve Denetleme Kurumu, sigortacılık ile özel emeklilik alanlarının düzenlenmesi ve denetlenmesinden sorumludur. Kurum, sigorta ettirenlerin, sigortalıların, hak sahiplerinin ve bireysel emeklilik katılımcılarının hak ve menfaatlerinin korunmasına yönelik çalışmalar yürütür. Sektörde faaliyet gösteren kuruluşlar hakkında inceleme ve denetim yapabilir, mevzuatın uygulanmasını takip edebilir ve görev alanına ilişkin raporlar hazırlayabilir. Kurumun düzenleyici işlevi, piyasadaki bütün ticari kararları şirketler adına vermek anlamına gelmez. Sigorta ürünlerinin satışı şirketler ve yetkili aracılar tarafından gerçekleştirilir; Kurum ise sektörün güvenli, istikrarlı ve mevzuata uygun işlemesine yönelik çerçeveyi oluşturur ve gözetir. Bireysel bir uyuşmazlıkta mahkemelerin yerine geçerek her olay için kesin tazminat kararı veren genel bir yargı mercii değildir. Denetim ve düzenleme çalışmaları, sektörün mali yapısının ve katılımcılara karşı yükümlülüklerin mevzuata uygun yürütülmesini destekler.",SEDDK hangi alanlarda görev yapar ve düzenleyici rolünün sınırları nelerdir?,Kurum sigorta ürünlerinin satış fiyatını onaylar. Üyelerin müşteri şikâyetlerini doğrudan sonuçlandırır.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0090,devfs_b4_fin_005,finance,"Borsa İstanbul Kıymetli Madenler Piyasasında yetkili üyeler emirlerini işlem salonundaki temsilciler veya uzaktan erişim yoluyla Kıymetli Madenler İşlem Platformuna iletebilir. Alım ve satım emirleri fiyat ve zaman önceliğine göre çok fiyat yöntemiyle eşleşir. Üyelerin ithal ettikleri işlenmemiş kıymetli madenlerin yurt içindeki ilk alım satım işlemleri Borsada yapılır. İthal edilen standart madenlerin kabul edilen rafinerilerce üretilmiş olması, standart dışı madenlerin ise gerekli ayar raporları ve ithalat belgeleriyle Borsa kasasına teslim edilmesi gerekir. Piyasadaki işlemlerden doğan risklerin karşılanması için yetkili üyeler işlem teminatı yatırır ve bu teminatların yönetimi Takasbank tarafından yürütülür. Kıymetli madenlerin fiziki takası ile saklaması Borsanın belirlediği kasalarda gerçekleştirilir. İşlem teminatı, piyasa işlemlerinden doğan yükümlülüklerin güvenli biçimde karşılanmasına hizmet eder.",Kıymetli Madenler Piyasasında emirler nasıl eşleşir ve ithal madenlerin yurt içindeki ilk satışı nerede yapılır?,Üyeler emir iptallerine ilişkin günlük rapor alır. Fiziki teslim tarihleri yatırımcıyla ayrı sözleşmede kararlaştırılır.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0092,devv2_fin_it_audit,finance,"Sermaye piyasası kurumlarının faaliyetlerinde bilgi sistemlerinin kullanımı arttıkça, bu sistemlere ilişkin kesinti, güvenlik ve veri bütünlüğü riskleri de finansal faaliyetlerin sürekliliğini etkileyebilir. Bu nedenle halka açık ortaklıklar, sermaye piyasası kurumları, borsalar ve bazı öz düzenleyici kuruluşlar için bilgi sistemlerinin yönetimi ve bağımsız denetimine ilişkin esaslar belirlenmiştir. Bilgi sistemleri bağımsız denetimi, yalnız muhasebe rakamlarının doğruluğunu inceleyen finansal tablo denetimiyle aynı değildir. Denetim; sistemlerin yönetimi, kontrolleri, güvenliği ve sürekliliği gibi alanlara odaklanır. Bu faaliyeti yürütecek kuruluşların ilgili düzenlemelerdeki yetki ve yeterlilik koşullarını sağlaması gerekir.",Sermaye piyasasında bilgi sistemleri bağımsız denetimi hangi alanları inceler ve bu denetimi kimler yapabilir?,Bilgi sistemleri denetimi kurumun yazılımlarına kalite sertifikası verir. Denetçi yeni teknoloji tedarikçisini seçer.,unverifiable,,,,,,,,,,,,,,,pending,,
finance_stress_0093,devv2_ma_fin_006,finance,"Yatırım fonları, tasarruf sahiplerinden katılma payı karşılığında toplanan varlıkların profesyonel biçimde yönetildiği kolektif yatırım yapılarıdır. Fonun türü, portföyün ağırlıklı olarak hangi varlıklardan oluştuğunu gösterir ve yatırımcının risk ile getiri özelliklerini değerlendirmesine yardımcı olur. Borçlanma araçları, hisse senedi ve kıymetli maden şemsiye fonlarında fon toplam değerinin en az yüzde sekseninin ilgili varlık grubuna yatırılması gerekir. Para piyasası fonlarının portföyü, vadesine en fazla 184 gün kalmış likit araçlardan oluşur ve ağırlıklı ortalama vadesi en fazla 45 gündür. Serbest şemsiye fonların katılma payları yalnız nitelikli yatırımcılara satılır. Fon sepeti fonları başka yatırım fonları ve borsa yatırım fonlarının paylarına yatırım yapar. Fonun getirisi portföydeki varlıkların performansına bağlıdır; fon türü tek başına anapara veya belirli getiri garantisi oluşturmaz. Yatırımcı fonun izahnamesi ile yatırımcı bilgi formunu birlikte incelemelidir.","Yatırım fonunun türü, fonun portföy yapısı ve kimlere satılabileceği hakkında ne gösterir?",Fon türü değiştiğinde katılma payları yeni fona aktarılır. Para piyasası fonları gün içinde iki farklı fiyat açıklar.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0098,devv2_ma_fin_005,finance,"Tek fiyat işlem yönteminde bir sermaye piyasası aracı için sisteme iletilen emirler, Borsa tarafından belirlenen zaman dilimi boyunca toplanır. Emir toplama aşamasında işlemler hemen gerçekleştirilmez; emirler ilgili öncelik kurallarına göre sıralanır. Süre sonunda, en yüksek işlem miktarının gerçekleşmesini sağlayan ve öncelik kurallarını gözeten tek bir eşleşme fiyatı belirlenir. Bu yöntem gün içinde bir veya birden fazla kez uygulanabilir. Sürekli işlem yönteminde ise uygun karşı emir bulunduğunda işlemler farklı fiyat seviyelerinden seans boyunca gerçekleşebilir. Pay bazında devre kesici devreye girdiğinde, sürekli işlem geçici olarak durdurularak emir toplama ve tek fiyatla eşleştirme aşamasına geçilebilir. Tek fiyat süreci tamamlandıktan sonra ilgili pay yeniden sürekli işleme alınabilir. Yöntem, bütün yatırımcı emirlerinin mutlaka gerçekleşeceği anlamına gelmez. Eşleşme fiyatı belirlenirken yalnız fiyat değil, emirlerin öncelik sırası ve gerçekleştirilebilecek toplam miktar da dikkate alınır.",Tek fiyat yöntemi ile sürekli işlem yöntemi arasındaki fark nedir? Devre kesici sırasında hangi işlem yöntemi uygulanabilir?,Tek fiyat yöntemi yatırımcıların işlem maliyetlerini eşitler. Devre kesici şirketin finansal durumunu incelemeye açar.,unverifiable,2,,,,,,,,,,,,,,pending,,
finance_stress_0118,devfs_b4_fin_003,finance,"Menkul kıymet yatırım fonları, tasarruf sahiplerinden toplanan kaynakların uzman portföy yönetimi altında çeşitli yatırım araçlarında değerlendirilmesini sağlar. Fon portföyünde kamu ve özel sektör borçlanma araçları, yerli veya yabancı paylar, belirli vadelerde mevduat ve katılma hesapları, kıymetli madenler, diğer fonların katılma payları, repo ve ters repo işlemleri, kira sertifikaları, varantlar ve mevzuatın izin verdiği başka araçlar yer alabilir. Fonun türü, portföyün hangi varlık grubuna ağırlık verdiğini gösterir. Örneğin bir şemsiye fonun belirli bir tür adı taşıması için fon toplam değerinin en az yüzde sekseninin ilgili varlık grubuna devamlı olarak yatırılması gerekir. Yatırımcıların fon seçerken portföy bileşimini ve risk-getiri özelliklerini incelemesi beklenir. Portföy çeşitlendirmesi, birikimin tek bir yatırım aracındaki gelişmelere aşırı bağımlı kalmasını önlemeyi amaçlar.",Menkul kıymet yatırım fonlarının portföyünde hangi varlıklar bulunabilir ve fon türü nasıl belirlenir?,Fon portföyü için aylık sürdürülebilirlik notu yayımlanır. Yatırımcılar belirli araçları portföyden çıkarma talebi verebilir.,unverifiable,2,,,,,,,,,,,,,,pending,,
