example_id,context_id,domain,gold_label,n_atoms,atomization_status,comparison_bucket,claim,K2-ATOM-ASSISTED-ZS-PILOT-v1.1__mdeberta_base_2mil7__pred_label,K2-ATOM-ASSISTED-ZS-PILOT-v1.1__mdeberta_base_2mil7__is_correct,K2-ATOM-ASSISTED-ZS-PILOT-v1.1__xlmr_large_xnli__pred_label,K2-ATOM-ASSISTED-ZS-PILOT-v1.1__xlmr_large_xnli__is_correct
legal_v2b4_example_002_unverifiable,legal_v2b4_context_002,legal,unverifiable,2,assistant_draft_high,all_correct,Reklam Kurulu başvuruları yalnız çağrı merkezi üzerinden kabul eder. Her dosya incelemeden önce zorunlu arabuluculuğa gönderilir.,unverifiable,True,unverifiable,True
legal_v2b4_example_003_partially_supported,legal_v2b4_context_003,legal,partially_supported,3,assistant_draft_high,all_correct,Silme değerlendirmesinde suç tarihi ve cezanın infaz durumu dikkate alınır. Nihai kararı kişinin ikamet ettiği belediye verir.,partially_supported,True,partially_supported,True
legal_v2b4_example_004_unverifiable,legal_v2b4_context_004,legal,unverifiable,2,assistant_draft_high,all_correct,Bildirim dosyaları yalnız blokzincir tabanlı bir portal üzerinden Rekabet Kurumuna iletilir ve başka başvuru kanalı kullanılamaz.,unverifiable,True,unverifiable,True
legal_v2b4_example_005_unverifiable,legal_v2b4_context_005,legal,unverifiable,2,assistant_draft_high,all_correct,Güvenli ödeme hesabı satış tamamlandıktan sonra alıcı adına açılır. Hesap otomatik olarak vadeli hesaba dönüştürülür.,unverifiable,True,unverifiable,True
legal_v2b5_example_001_partially_supported,legal_v2b5_context_001,legal,partially_supported,2,assistant_draft_high,all_correct,Başvuru elektronik olarak UYAP Vatandaş Portalından takip edilebilir. 22 Aralık 2025’ten sonra aynı belge için fiziki başvuru seçeneği de kesintisiz sürer.,partially_supported,True,partially_supported,True
legal_v2b5_example_002_partially_supported,legal_v2b5_context_002,legal,partially_supported,2,assistant_draft_high,all_correct,4/A kapsamındaki kazayı işveren SGK’ye üç iş günü içinde bildirir. 4/B sigortalının kazasını da aynı işveren olay günü Kuruma iletir.,partially_supported,True,partially_supported,True
legal_v2b5_example_003_partially_supported,legal_v2b5_context_003,legal,partially_supported,2,assistant_draft_high,all_correct,Ankara Batıdaki artırmalar için elektronik satış uygulaması 15 Mart 2022’de başlamıştır. Aynı gün ülke genelindeki icra müdürlükleri zorunlu olarak bu sisteme geçmiştir.,partially_supported,True,partially_supported,True
legal_v2b5_example_003_supported,legal_v2b5_context_003,legal,supported,3,assistant_draft_high,all_correct,"Elektronik satış yönetmeliği ve gider tarifesi 8 Mart 2022’de yayımlanmış, Ankara Batı İcra Müdürlüğündeki uygulama 15 Mart 2022’de UYAP Elektronik Satış Portalı üzerinden başlamıştır.",supported,True,supported,True
legal_v2b5_example_003_unverifiable,legal_v2b5_context_003,legal,unverifiable,2,assistant_draft_high,only_XLM-R-large XNLI_correct,Elektronik artırmaya katılmak için mal değerinin yüzde onu kadar teminat yatırılır ve teklifler tam yedi gün boyunca kabul edilir.,contradicted,False,unverifiable,True
legal_v2b6_example_001_contradicted,legal_v2b6_context_001,legal,contradicted,2,assistant_draft_high,all_correct,"Kira uyuşmazlıklarının tamamı arabuluculuğa başvurulmadan doğrudan mahkemede açılır. Arabulucu, tarafların yerine bağlayıcı tahliye kararı verir.",contradicted,True,contradicted,True
legal_v2b6_example_001_unverifiable,legal_v2b6_context_001,legal,unverifiable,2,assistant_draft_high,all_correct,Arabuluculuk bürosu enerji sınıfı yüksek taşınmazlara ilişkin başvuruları uzman arabuluculara yönlendirir. Enerji belgesi olmayan taşınmazlar için teknik inceleme istenir.,unverifiable,True,unverifiable,True
legal_v2b6_example_002_partially_supported,legal_v2b6_context_002,legal,partially_supported,2,assistant_draft_high,all_correct,Standart sözleşmeler yurt dışına aktarımda güvence sağlayabilir. Açık rıza da aktarımın zorunlu ikinci koşuludur.,partially_supported,True,partially_supported,True
legal_v2b7_example_001_contradicted,legal_v2b7_context_001,legal,contradicted,3,approved,all_correct,Komisyon yalnız özel hukuk alacak davalarını inceler. Cumhuriyet başsavcılığı aracılığıyla başvuru yapılamaz ve kararları yargı denetimine kapalıdır.,contradicted,True,contradicted,True
legal_v2b7_example_002_partially_supported,legal_v2b7_context_002,legal,partially_supported,2,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Başvuru UYAP Vatandaş Portal üzerinden elektronik olarak yapılır, ancak aday aynı dönemde birden fazla bölge kurulunun listesine kayıt için başvurabilir.",partially_supported,True,supported,False
legal_v2b7_example_002_unverifiable,legal_v2b7_context_002,legal,unverifiable,2,assistant_draft_high,all_correct,Başvurudan sonra her aday bölge kurulu tarafından görüntülü mülakata alınır ve banka teminat mektubu sunar.,unverifiable,True,unverifiable,True
legal_v2b7_example_003_supported,legal_v2b7_context_003,legal,supported,1,assistant_draft_high,all_correct,"20 Aralık 2024'ten itibaren marka başvurularında kullanılan sınıflandırma listesi, Nis Anlaşması hükümlerine uygun olarak hazırlanmıştır.",supported,True,supported,True
legal_v2b8_example_001_partially_supported,legal_v2b8_context_001,legal,partially_supported,3,assistant_draft_high,all_correct,Başvuru mahkemeler ve yurt dışı temsilcilikleri aracılığıyla iletilebilir. Imzasız sıradan bir e-posta resmî başvuru formunun yerini alır.,partially_supported,True,partially_supported,True
legal_v2b8_example_003_contradicted,legal_v2b8_context_003,legal,contradicted,3,assistant_draft_high,all_correct,"HMGS’yi barolar düzenler, hukuk fakültesi mezunları sınava başvuramaz ve başarılı sayılmak için elli puan yeterlidir.",contradicted,True,contradicted,True
legal_v2b8_example_003_partially_supported,legal_v2b8_context_003,legal,partially_supported,2,assistant_draft_high,all_correct,Sınav ÖSYM tarafından uygulanır. Başvuru yalnız Adalet Bakanlığına elden dilekçe verilerek tamamlanabilir.,partially_supported,True,partially_supported,True
legal_v2b8_example_003_supported,legal_v2b8_context_003,legal,supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Hukuk fakültesi mezunları ile gerekli denklik belgesini alan yabancı hukuk fakültesi mezunları HMGS’ye başvurabilir. Yüz üzerinden en az yetmiş puan alanlar başarılı sayılır.,supported,True,partially_supported,False
legal_v2b8_example_004_contradicted,legal_v2b8_context_004,legal,contradicted,2,assistant_draft_high,all_correct,Cumhuriyet savcısı şüpheliye herhangi bir teklif sunamaz ve avukat bulunmadan verilen sözlü kabul seri muhakeme için tek başına yeterlidir.,contradicted,True,contradicted,True
legal_v2b8_example_005_supported,legal_v2b8_context_005,legal,supported,3,assistant_draft_high,all_correct,Basit yargılama iddianamenin kabulünden sonra uygulanabilir. Adli para cezası veya üst sınırı iki yılı aşmayan hapis cezası gerektiren suçlar kapsama girebilir.,supported,True,supported,True
medical_test_0002,medical_context_019,medical,contradicted,1,assistant_draft_high,all_wrong,Bir grip türüne karşı oluşan bağışıklık ertesi yılki yeni salgına da koruma sağlar.,supported,False,unverifiable,False
medical_test_0010,medical_context_031,medical,unverifiable,1,approved,all_correct,KOAH'ta balgam üretimi mevsimsel alerjilere bağlıdır.,unverifiable,True,unverifiable,True
medical_test_0012,medical_context_010,medical,contradicted,1,assistant_draft_high,all_correct,Bel çevresi ölçümü yağ dağılımını değerlendirmede kullanılamaz.,contradicted,True,contradicted,True
medical_test_0014,medical_context_003,medical,supported,2,assistant_draft_medium,only_mDeBERTa-v3-base 2mil7_correct,"Malaria adı İtalyanca mala ve aria sözcüklerinden türetilmiş, hastalığın kötü havayla ilişkilendirildiği inanca dayanmıştır.",supported,True,unverifiable,False
medical_test_0040,medical_context_007,medical,supported,1,approved,all_wrong,"Lösemi, kan hücrelerinin özellikle de akyuvarların normalin üzerinde çoğalması ile kendini gösteren bir kanser türüdür.",unverifiable,False,unverifiable,False
medical_test_0043,medical_context_015,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Zatürre yılda yaklaşık 450 milyon kişiyi etkiler ve 4 milyon ölüme yol açar. Ölümler çoğunlukla yazın görülür.,partially_supported,True,unverifiable,False
medical_test_0045,medical_context_017,medical,contradicted,1,assistant_draft_medium,only_mDeBERTa-v3-base 2mil7_correct,Kabakulak hastalığının semptomları yetişkinlerde ve çocuklarda aynı şiddette seyreder.,contradicted,True,unverifiable,False
medical_test_0065,medical_context_037,medical,partially_supported,2,assistant_draft_high,all_wrong,Skolyozda cerrahi 40 derecelik eğrilikte veya hastalık ilerlediğinde tercih edilir.,contradicted,False,contradicted,False
medical_test_0077,medical_context_038,medical,contradicted,2,assistant_draft_high,all_correct,Tifo hastalığı genellikle temiz içme suları ve sağlıklı yiyeceklerle bulaşan bir hastalıktır.,contradicted,True,contradicted,True
medical_test_0089,medical_context_010,medical,unverifiable,1,assistant_draft_high,only_XLM-R-large XNLI_correct,"Bel çevresi ölçümünün tek başına kullanılması, dünya genelinde obezite oranlarının azalmasını sağlamıştır.",contradicted,False,unverifiable,True
medical_test_0090,medical_context_039,medical,unverifiable,1,assistant_draft_high,all_correct,Gastrit en sık viral enfeksiyonlar nedeniyle gelişir.,unverifiable,True,unverifiable,True
medical_test_0092,medical_context_004,medical,contradicted,1,assistant_draft_high,all_wrong,Böbrek taşı oluşumunda genetik faktörler koruyucu etki gösterir.,unverifiable,False,unverifiable,False
medical_test_0101,medical_context_007,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Lösemide trombosit ve işlevsel lökosit azalması kanama ve enfeksiyon riskini artırır. Bağışıklık yetmezliği kalıcıdır.,partially_supported,True,unverifiable,False
medical_test_0111,medical_context_002,medical,partially_supported,3,assistant_draft_high,all_correct,Katarakt ameliyatı antik Hindistan'da tanımlanmış ve farklı uygarlıkların hekimlerince geliştirilmiştir. Hepsi aynı aleti kullanmıştır.,partially_supported,True,partially_supported,True
medical_test_0112,medical_context_005,medical,supported,1,approved,only_mDeBERTa-v3-base 2mil7_correct,Ülseratif kolitin bilinen bir sebebi yoktur.,supported,True,unverifiable,False
medical_test_0129,medical_context_030,medical,unverifiable,1,assistant_draft_high,all_correct,Kolera hastalarında kan nakli yaygın bir uygulamadır.,unverifiable,True,unverifiable,True
medical_test_0133,medical_context_023,medical,contradicted,1,assistant_draft_high,only_XLM-R-large XNLI_correct,Artrit ileri yaşa özgü bir hastalıktır.,unverifiable,False,contradicted,True
medical_test_0139,medical_context_020,medical,partially_supported,3,assistant_draft_high,only_XLM-R-large XNLI_correct,Plak tipi sedef en yaygın formdur ve beş hastadan dördünde görülür. Özellikle çocuklarda ortaya çıkar.,supported,False,partially_supported,True
medical_test_0152,medical_context_028,medical,unverifiable,1,assistant_draft_high,all_correct,Doğumda edinilen hepatit B'de kronikleşme erkek bebeklerde daha erken başlar.,unverifiable,True,unverifiable,True
medical_test_0161,medical_context_032,medical,unverifiable,1,assistant_draft_high,all_correct,Diyaliz maliyetinin en büyük bölümünü kullanılan membran oluşturur.,unverifiable,True,unverifiable,True
medical_test_0170,medical_context_024,medical,supported,3,assistant_draft_medium,only_XLM-R-large XNLI_correct,"Tang hanedanlığı döneminde Çinli fizyologlar, domuz ve koyunun tiroid bezinden elde edilen zengin iyodin içeriğini kullanarak başarılı bir tedavi uygulamışlardır.",partially_supported,False,supported,True
medical_test_0175,medical_context_004,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Böbrek taşlarında genetik ve çevresel etkenler rol oynar. Taşlar yaz mevsiminde oluşur.,partially_supported,True,unverifiable,False
medical_test_0180,medical_context_027,medical,contradicted,2,assistant_draft_high,only_XLM-R-large XNLI_correct,Tümör oluşumu çevresel etkenlerden bağımsızdır ve genetik mutasyonlarla açıklanır.,partially_supported,False,contradicted,True
medical_test_0182,medical_context_019,medical,supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Grip virüsleri öncelikle solunum damlacıklarıyla, ayrıca kontamine yüzeyler ve ara nesneler yoluyla bulaşabilir.",supported,True,unverifiable,False
medical_test_0183,medical_context_014,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Migren aurasında kıvılcımlı skotom yaygındır ve görsel belirtiler vakaların çoğunda görülür. Belirtiler 15 dakikada biter.,partially_supported,True,unverifiable,False
medical_test_0184,medical_context_017,medical,partially_supported,2,assistant_draft_high,all_wrong,Kabakulakta kuluçka süresi 14-21 gündür. Yetişkinlerde bu süre daha uzundur.,supported,False,unverifiable,False
medical_test_0185,medical_context_011,medical,contradicted,3,assistant_draft_high,all_wrong,Osteoporoz yaşam tarzı ve hormon değişikliklerinden etkilenmez. Kalıtsal özelliklerle açıklanır.,partially_supported,False,partially_supported,False
medical_test_0189,medical_context_015,medical,supported,1,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Zatürre (pnömoni) her yıl yaklaşık 450 milyon kişiyi etkiler.,supported,True,unverifiable,False
medical_test_0191,medical_context_008,medical,unverifiable,1,assistant_draft_high,all_correct,Diyabetik retinopatide göz takibi yılda bir yapılmalıdır.,unverifiable,True,unverifiable,True
medical_test_0192,medical_context_020,medical,contradicted,1,assistant_draft_high,all_correct,Sedef hastalığının en yaygın formu eritrodermik psöriazistir.,contradicted,True,contradicted,True
medical_test_0195,medical_context_008,medical,supported,1,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Diyabetik retinopati, 20 yıl veya daha uzun süredir diyabet hastası olanların yüzde 80'ini etkilemektedir.",supported,True,unverifiable,False
medical_v2b1_example_001_contradicted,medical_v2b1_context_001,medical,contradicted,2,assistant_draft_high,all_correct,Topuk kanı yalnız belirti gösteren bebeklerden alınır ve tarama hizmeti aile tarafından ücretli olarak karşılanır.,contradicted,True,contradicted,True
medical_v2b1_example_004_partially_supported,medical_v2b1_context_004,medical,partially_supported,4,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Yenidoğan işitme taraması kamu, özel ve üniversite sağlık kuruluşlarında uygulanabilir. Program yalnız Gaziantep ilinde yürütülür.",partially_supported,True,contradicted,False
medical_v2b1_example_004_supported,medical_v2b1_context_004,medical,supported,4,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Program, doğumdan sonraki ilk günlerde kamu, özel ve üniversite sağlık kuruluşlarında uygulanabilir. Altı aydan önce başlatılan müdahale dil gelişimini destekler.",supported,True,unverifiable,False
medical_v2b1_example_005_partially_supported,medical_v2b1_context_005,medical,partially_supported,3,approved,all_correct,Sıcak çarpmasında kişi serin bir ortama alınmalı ve sıkı giysileri gevşetilmeli. Bilinci kapalı olduğunda ise hemen su içirilmelidir.,partially_supported,True,partially_supported,True
medical_v2b2_example_002_supported,medical_v2b2_context_002,medical,supported,1,assistant_draft_high,only_XLM-R-large XNLI_correct,Toplum tabanlı serviks taramasında 30-65 yaş arasındaki kadınlara beş yılda bir HPV-DNA testi uygulanır.,contradicted,False,supported,True
medical_v2b2_example_002_unverifiable,medical_v2b2_context_002,medical,unverifiable,2,assistant_draft_high,all_correct,Pozitif tarama sonucu alan kişilere randevu tarihi üç iş günü içinde SMS ile bildirilir. İleri değerlendirme aynı ay içinde tamamlanır.,unverifiable,True,unverifiable,True
medical_v2b2_example_003_contradicted,medical_v2b2_context_003,medical,contradicted,2,assistant_draft_high,all_correct,Bireysel özellikler ilaç seçiminde dikkate alınmaz. İlaç etkileşimleri yalnız tedavi bittikten sonra değerlendirilir.,contradicted,True,contradicted,True
medical_v2b2_example_003_partially_supported,medical_v2b2_context_003,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Tedavi planında hastanın alerjileri ve kullandığı diğer ilaçlar değerlendirilir, ancak maliyet hiçbir koşulda ilaç seçimine dâhil edilmez.",partially_supported,True,contradicted,False
medical_v2b2_example_004_supported,medical_v2b2_context_004,medical,supported,4,assistant_draft_high,all_wrong,"Kuduz, enfekte hayvanın ısırmasıyla veya salyasının açık yara ve mukozayla temasıyla bulaşabilir. Riskli temastan sonra gecikmeden sağlık kuruluşuna başvurulmalıdır.",partially_supported,False,partially_supported,False
medical_v2b2_example_005_partially_supported,medical_v2b2_context_005,medical,partially_supported,4,assistant_draft_high,all_correct,"Evde sağlık hizmeti muayene, tedavi ve rehabilitasyonu kapsar. Başvuran herkes herhangi bir değerlendirme yapılmadan doğrudan hizmete kabul edilir.",partially_supported,True,partially_supported,True
medical_v2b2_example_005_supported,medical_v2b2_context_005,medical,supported,2,assistant_draft_high,all_correct,Evde sağlık başvurusu 444 38 33 numaralı çağrı merkezine yapılır ve hizmete uygunluk ev ziyareti yapan ekip tarafından değerlendirilir.,supported,True,supported,True
medical_v2b3_example_001_contradicted,medical_v2b3_context_001,medical,contradicted,2,assistant_draft_high,all_correct,İnme çağrısında Komuta Kontrol Merkezi özel bir sevk koordinasyonu yapmaz. Ekip hastayı nörolojik değerlendirme gerçekleştirmeden en yakın hastaneye götürür.,contradicted,True,contradicted,True
medical_v2b3_example_003_unverifiable,medical_v2b3_context_003,medical,unverifiable,3,assistant_draft_high,all_correct,"114 hattı arayan kişiden mantarın fotoğrafını ister, türü uzaktan belirler ve kullanılacak panzehiri hastaneye bildirir.",unverifiable,True,unverifiable,True
medical_v2b3_example_004_supported,medical_v2b3_context_004,medical,supported,4,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,"Otuz dört gebelik haftası ve altında doğan ya da doğum ağırlığı 1700 gramın altında olan bebekler taranır. Ilk muayene dördüncü ile altıncı haftalar arasında, göz bebeği büyütülerek yapılır.",supported,True,partially_supported,False
medical_v2b3_example_004_unverifiable,medical_v2b3_context_004,medical,unverifiable,2,assistant_draft_high,all_correct,ROP muayenesinde retina görüntüleri ulusal veri tabanına yüklenir ve sonraki randevu merkezi yazılım tarafından belirlenir.,unverifiable,True,unverifiable,True
medical_v2b4_example_002_unverifiable,medical_v2b4_context_002,medical,unverifiable,2,assistant_draft_high,all_correct,Pozitif tarama sonucu alan kişilere evde uygulanabilen genetik doğrulama testi gönderilir ve sonuçlar ulusal tarama sistemine otomatik kaydedilir.,unverifiable,True,unverifiable,True
medical_v2b4_example_004_partially_supported,medical_v2b4_context_004,medical,partially_supported,2,assistant_draft_high,all_correct,Menopoz sonrası 65 yaş altındaki kadınlarda kırık riski varsa tarama düşünülebilir. Ailede kalça kırığı öyküsü değerlendirme kararında dikkate alınmaz.,partially_supported,True,partially_supported,True
medical_v2b5_example_001_partially_supported,medical_v2b5_context_001,medical,partially_supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Kişinin ağzına cisim konulmamalı ve kasılmaları zorla durdurulmamalıdır. Nöbet sonrasında bilinci yerine gelmeden su içirilmesi önerilir.,partially_supported,True,contradicted,False
medical_v2b5_example_003_supported,medical_v2b5_context_003,medical,supported,3,assistant_draft_high,all_correct,ASİE sistemi aşıdan sonra ortaya çıkan şüpheli tıbbi olayların bildirimini toplar. Kamu ve özel sağlık kuruluşlarındaki sağlık personeli bu sisteme bildirim yapabilir.,supported,True,supported,True
medical_v2b5_example_005_supported,medical_v2b5_context_005,medical,supported,2,assistant_draft_high,all_correct,Plasenta hormonları gebeliğin ilerleyen döneminde insülin direncini artırabilir. Doğumdan 6-8 hafta sonra 75 gram glukoz testiyle yeniden değerlendirme yapılır.,supported,True,supported,True
medical_v2b6_example_001_contradicted,medical_v2b6_context_001,medical,contradicted,2,assistant_draft_high,all_wrong,Tüberküloz ilaç takibi hastanın haftalık yazılı beyanlarıyla tamamlanır ve sağlık çalışanı sisteme hasta hesabı üzerinden giriş yapar.,partially_supported,False,partially_supported,False
medical_v2b6_example_002_contradicted,medical_v2b6_context_002,medical,contradicted,2,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Süt dişlerinin erken çekilmesi daimi dişler için yer açar. Yerinden çıkan daimi diş kuru bir peçetede saklanarak ertesi gün hekime götürülmelidir.,contradicted,True,partially_supported,False
medical_v2b6_example_004_partially_supported,medical_v2b6_context_004,medical,partially_supported,2,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Kadınlarda iki tam kan bağışı arasında en az yüz yirmi gün olmalıdır. Düzenli ilaç kullanan herkes değerlendirme yapılmadan bağıştan kalıcı olarak çıkarılır.,partially_supported,True,contradicted,False
medical_v2b6_example_005_contradicted,medical_v2b6_context_005,medical,contradicted,2,assistant_draft_high,all_correct,Kök hücre adaylığı telefonla bildirilen kan grubuyla kesinleşir ve kişi eşleştiği hastaya doğrudan bağışçı olarak atanır.,contradicted,True,contradicted,True
medical_v2b7_example_002_partially_supported,medical_v2b7_context_002,medical,partially_supported,3,approved,all_correct,Demir desteği gebeliğin dördüncü ayında başlatılır ve günlük 40-60 mg elementer demir verilir. Destek doğumdan sonra altı ay devam eder.,partially_supported,True,partially_supported,True
medical_v2b7_example_002_unverifiable,medical_v2b7_context_002,medical,unverifiable,2,assistant_draft_high,all_correct,Program kapsamında her gebeye evde hemoglobin ölçüm cihazı verilir. Günlük ölçümler aile hekimine otomatik olarak iletilir.,unverifiable,True,unverifiable,True
medical_v2b7_example_003_unverifiable,medical_v2b7_context_003,medical,unverifiable,1,assistant_draft_high,all_correct,Grip aşısının koruyuculuk süresi kişiye özel antikor testiyle hesaplanır.,unverifiable,True,unverifiable,True
medical_v2b7_example_004_supported,medical_v2b7_context_004,medical,supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Diyabetik retinopati belirti vermeden ilerleyebilir ve diyabet süresi uzadıkça risk artabilir. Bu nedenle düzenli retina değerlendirmesi önemlidir.,supported,True,unverifiable,False
medical_v2b7_example_004_unverifiable,medical_v2b7_context_004,medical,unverifiable,2,assistant_draft_high,only_XLM-R-large XNLI_correct,Ulusal tarama sistemi yüksek riskli hastaları belirler. Bu hastalar doğrudan lazer tedavisine yönlendirilir.,partially_supported,False,unverifiable,True
medical_v2b8_example_001_contradicted,medical_v2b8_context_001,medical,contradicted,3,assistant_draft_high,all_correct,Anafilaksi kendiliğinden geçmesi beklenen hafif bir durumdur. Adrenalin uygulaması ve acil tıbbi değerlendirme gereksizdir.,contradicted,True,contradicted,True
medical_v2b8_example_002_supported,medical_v2b8_context_002,medical,supported,3,assistant_draft_high,only_mDeBERTa-v3-base 2mil7_correct,Glokom uzun süre belirti vermeden ilerleyebilir. Görme alanı ve optik sinir incelemeleri erken hasarın saptanmasına yardımcı olur.,supported,True,unverifiable,False
medical_v2b8_example_004_partially_supported,medical_v2b8_context_004,medical,partially_supported,3,approved,all_correct,Çocuğu yan çevirmek ve 112’yi aramak uygun yaklaşımdır. Nöbet sırasında öksürük şurubu verilmesi kasılmayı hızla durdurur.,partially_supported,True,partially_supported,True
medical_v2b8_example_004_supported,medical_v2b8_context_004,medical,supported,4,approved,all_wrong,Nöbet geçiren çocuk yumuşak bir zemine yatırılıp yan çevrilmeli. Kolları tutulmamalı ve ağzına cisim sokulmamalıdır.,partially_supported,False,partially_supported,False
medical_v2b8_example_004_unverifiable,medical_v2b8_context_004,medical,unverifiable,2,assistant_draft_high,all_correct,Ateşli havale geçiren bütün çocuklara acil serviste zorunlu beyin MR’ı çekilir ve yirmi dört saat yatış uygulanır.,unverifiable,True,unverifiable,True
medical_v2b8_example_005_contradicted,medical_v2b8_context_005,medical,contradicted,2,assistant_draft_high,all_correct,Uyuz yalnız hava yoluyla kısa mesafede bulaşır. Yakın temaslıların belirti gelişmeden tedavi edilmesine gerek yoktur.,contradicted,True,contradicted,True
medical_v2b8_example_005_unverifiable,medical_v2b8_context_005,medical,unverifiable,2,assistant_draft_high,only_XLM-R-large XNLI_correct,Uyuz tanısı konan kişilerin temaslıları merkezi bir sistemde kaydedilir. İlaçlar her haneye aynı gün ücretsiz kurye ile gönderilir.,partially_supported,False,unverifiable,True
